UniqueReferenceNumber(URN),IncidentDate,IncidentCategory,ProductType,ProductOriginCountry,NotifierType,ProductOriginCountry_iso3n
ICID00030859,2017-10-15,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030861,2017-10-16,Labelling Absent / Incomplete / Incorrect,Non-Alcoholic Beverages,United States (US),Administrative Assistance and Cooperation System (AAC),840
ICID00030863,2017-10-16,Heavy Metals,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Local Authority,840
ICID00030864,2017-10-13,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030866,2017-10-16,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030867,2017-10-17,Composition,Dietetic Foods / Food Supplements / Fortified Foods,Denmark (DK),RASFF,208
ICID00030868,2017-10-17,Biotoxins (other),Fish & Fish Products,Ecuador (EC),Local Authority,218
ICID00030869,2017-10-17,Heavy Metals,Feed Additives,United States (US),RASFF,840
ICID00030870,2017-10-17,Chemical Contamination (other),Fish & Fish Products,Belgium (BE),RASFF,56
ICID00030876,2017-10-17,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030880,2017-10-18,Pesticide Residues,Fruits & Vegetables,Kenya (KE),Border Inspection Posts (BIPs),404
ICID00030881,2017-10-18,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030885,2017-10-18,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00030886,2017-10-18,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,Netherlands (NL),RASFF,528
ICID00030889,2017-10-19,Clandestine Detection,Non-Alcoholic Beverages,Germany (DE),Home Office / Border Force,276
ICID00030891,2017-10-19,Mycotoxins,Nuts / Nut Products / Seeds,United Republic Tanzania (TZ),Border Inspection Posts (BIPs),834
ICID00030892,2017-10-17,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030893,2017-10-19,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030897,2017-10-20,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030904,2017-10-20,Clandestine Detection,Prepared Dishes & Snacks,Hungary (HU),Home Office / Border Force,348
ICID00030911,2017-10-23,Clandestine Detection,Meat & Meat Products (other than poultry),Spain (ES),Home Office / Border Force,724
ICID00030913,2017-10-23,Pathogenic Micro-Organisms,Soups / Broths / Sauces & Condiments,Netherlands (NL),RASFF,528
ICID00030924,2017-10-25,Pathogenic Micro-Organisms,Feed Materials,Belgium (BE),RASFF,56
ICID00030927,2017-10-25,Poor or Insufficient Controls,Milk & Milk Products,France (FR),Industry,250
ICID00030930,2017-10-26,Labelling Absent / Incomplete / Incorrect,Cereals & Bakery Products,Netherlands (NL),Local Authority,528
ICID00030932,2017-10-26,Chemical Contamination (other),Fruits & Vegetables,Turkey (TR),Border Inspection Posts (BIPs),792
ICID00030933,2017-10-26,Mycotoxins,Nuts / Nut Products / Seeds,China (CN),Border Inspection Posts (BIPs),156
ICID00030935,2017-10-26,Pathogenic Micro-Organisms,Herbs & Spices,Egypt (EG),RASFF,818
ICID00030941,2017-10-27,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030942,2017-10-26,Poor or Insufficient Controls,Crustaceans & Products Thereof,United States (US),Border Inspection Posts (BIPs),840
ICID00030943,2017-10-26,Foreign Bodies,Fruits & Vegetables,India (IN),EU Member States,356
ICID00030945,2017-10-27,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Administrative Assistance and Cooperation System (AAC),840
ICID00030947,2017-10-27,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030948,2017-10-27,Allergens,Soups / Broths / Sauces & Condiments,Netherlands (NL),RASFF,528
ICID00030949,2017-10-27,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030951,2017-10-27,Composition,Dietetic Foods / Food Supplements / Fortified Foods,Netherlands (NL),Industry,528
ICID00030953,2017-10-29,Clandestine Detection,Confectionery,Turkey (TR),Home Office / Border Force,792
ICID00030954,2017-10-27,Mycotoxins,Nuts / Nut Products / Seeds,United States (US),Port Health Authority (PHA),840
ICID00030955,2017-10-30,Mycotoxins,Fruits & Vegetables,Spain (ES),RASFF,724
ICID00030956,2017-10-30,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00030957,2017-10-31,Clandestine Detection,Prepared Dishes & Snacks,Bulgaria (BG),Home Office / Border Force,100
ICID00030959,2017-10-31,Foreign Bodies,Fish and Fish Products,Spain (ES),Industry,724
ICID00030960,2017-10-31,Migration,Food Contact Materials,China (CN),RASFF,156
ICID00030961,2017-10-31,Clandestine Detection,Herbs & Spices,Spain (ES),Border Inspection Posts (BIPs),724
ICID00030963,2017-10-31,Clandestine Detection,Cereals & Bakery Products,Bulgaria (BG),Home Office / Border Force,100
ICID00030964,2017-10-31,Clandestine Detection,Confectionery,Poland (PL),Home Office / Border Force,616
ICID00030989,2017-10-12,Mycotoxins,Nuts / Nut Products / Seeds,Argentina (AR),Border Inspection Posts (BIPs),32
ICID00031214,2017-10-10,Clandestine Detection,Confectionery,France (FR),Home Office / Border Force,250
ICID00030529,2017-09-01,Clandestine Detection,Fruits & Vegetables,Italy (IT),Home Office / Border Force,380
ICID00030531,2017-09-01,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00030534,2017-09-01,Poor or Insufficient Controls,Fruits & Vegetables,Islamic Republic of Iran (IR),Border Inspection Posts (BIPs),364
ICID00030535,2017-09-02,Pesticide Residues,Non-Alcoholic Beverages,Sri Lanka (LK),Border Inspection Posts (BIPs),144
ICID00030537,2017-09-03,Clandestine Detection,Other Food Product / Mixed,Spain (ES),Home Office / Border Force,724
ICID00030539,2017-09-04,Clandestine Detection,Milk & Milk Products,France (FR),Police,250
ICID00030543,2017-09-05,Clandestine Detection,Non-Alcoholic Beverages,Netherlands (NL),Home Office / Border Force,528
ICID00030545,2017-09-05,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Thailand (TH),Port Health Authority (PHA),764
ICID00030547,2017-09-05,Clandestine Detection,Herbs & Spices,Spain (ES),Police,724
ICID00030548,2017-09-05,Heavy Metals,Fish & Fish Products,Vietnam (VN),RASFF,704
ICID00030550,2017-09-06,Labelling Absent / Incomplete / Incorrect,Confectionary,Netherlands (NL),Local Authority,528
ICID00030551,2017-09-06,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,India (IN),Port Health Authority (PHA),356
ICID00030552,2017-09-05,Poor or Insufficient Controls,Cereals & Bakery Products,Pakistan (PK),Local Authority,586
ICID00030554,2017-09-05,Pathogenic Micro-Organisms,Animal By-Products,Poland (PL),RASFF,616
ICID00030555,2017-09-06,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,India (IN),Port Health Authority (PHA),356
ICID00030557,2017-09-06,Poor or Insufficient Controls,Other Food Product / Mixed,South Africa (ZA),Port Health Authority (PHA),710
ICID00030559,2017-09-07,Clandestine Detection,Alcoholic Beverages,Belgium (BE),Home Office / Border Force,56
ICID00030560,2017-09-07,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030561,2017-09-06,Heavy Metals,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030565,2017-09-08,Labelling Absent / Incomplete / Incorrect,Dietetic Foods / Food Supplements / Fortified Foods,Romania (RO),RASFF,642
ICID00030566,2017-09-08,Pathogenic Micro-Organisms,Gastropods,Zimbabwe (ZW),Border Inspection Posts (BIPs),716
ICID00030574,2017-09-08,Clandestine Detection,Other Food Product / Mixed,Germany (DE),Home Office / Border Force,276
ICID00030577,2017-09-08,Labelling Absent / Incomplete / Incorrect,Poultry Meat & Poultry Meat Products,Germany (DE),Local Authority,276
ICID00030578,2017-09-08,Pathogenic Micro-Organisms,Milk & Milk Products,France (FR),RASFF,250
ICID00030579,2017-09-08,Clandestine Detection,Non-Alcoholic Beverages,Lithuania (LT),Home Office / Border Force,440
ICID00030581,2017-09-08,Clandestine Detection,Confectionary,France (FR),Home Office / Border Force,250
ICID00030583,2017-09-09,Clandestine Detection,Confectionary,Switzerland (CH),Border Inspection Posts (BIPs),756
ICID00030586,2017-09-01,Poor or Insufficient Controls,Non-Alcoholic Beverages,Sri Lanka (LK),Local Authority,144
ICID00030592,2017-09-11,Pesticide Residues,Fruits & Vegetables,China (CN),Industry,156
ICID00030593,2017-09-11,Pesticide Residues,Fruits & Vegetables,Brazil (BR),Industry,76
ICID00030594,2017-09-12,Poor or Insufficient Controls,Nuts / Nut Products / Seeds,Nigeria (NG),Border Inspection Posts (BIPs),566
ICID00030595,2017-09-12,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Thailand (TH),Border Inspection Posts (BIPs),764
ICID00030596,2017-09-12,Pathogenic Micro-Organisms,Herbs & Spices,Lao People's Democratic Republic (LA),Border Inspection Posts (BIPs),418
ICID00030597,2017-09-12,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Thailand (TH),Border Inspection Posts (BIPs),764
ICID00030598,2017-09-12,Poor or Insufficient Controls,Milk & Milk Products,France (FR),Border Inspection Posts (BIPs),250
ICID00030599,2017-09-12,Pathogenic Micro-Organisms,Herbs & Spices,Lao People's Democratic Republic (LA),Border Inspection Posts (BIPs),418
ICID00030602,2017-09-12,Allergens,Cereals & Bakery Products,Germany (DE),Industry,276
ICID00030604,2017-09-13,Heavy Metals,Dietetic Foods / Food Supplements / Fortified Foods,Germany (DE),RASFF,276
ICID00030606,2017-09-13,Poor or Insufficient Controls,Herbs & Spices,India (IN),Border Inspection Posts (BIPs),356
ICID00030607,2017-09-13,Chemical Contamination (other),Fish & Fish Products,Chile (CL),RASFF,152
ICID00030608,2017-09-13,Clandestine Detection,Egg & Egg Products,Spain (ES),Home Office / Border Force,724
ICID00030609,2017-09-13,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030610,2017-09-13,Poor or Insufficient Controls,Fruits & Vegetables,Nigeria (NG),Border Inspection Posts (BIPs),566
ICID00030611,2017-09-13,Allergens,Soups / Broths / Sauces & Condiments,Australia (AU),Industry,36
ICID00030612,2017-09-13,Clandestine Detection,Non-Alcoholic Beverages,Netherlands (NL),Home Office / Border Force,528
ICID00030613,2017-09-13,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US,RASFF,840
ICID00030618,2017-09-14,Clandestine Detection,Confectionary,Poland (PL),Border Inspection Posts (BIPs),616
ICID00030619,2017-09-14,Composition,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030621,2017-09-14,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030622,2017-09-14,Clandestine Detection,Confectionary,Spain (ES),Border Inspection Posts (BIPs),724
ICID00030623,2017-09-14,Labelling Absent / Incomplete / Incorrect,Fats & Oils,Greece (GR),Administrative Assistance and Cooperation System (AAC),300
ICID00030624,2017-09-15,Pesticide Residues,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs),356
ICID00030632,2017-09-15,Clandestine Detection,Cereals & Bakery Products,France (FR),Home Office / Border Force,250
ICID00030636,2017-09-15,Food Additives & Flavourings,Cocoa & Coca Preparations,France (FR),RASFF,250
ICID00030638,2017-09-18,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030639,2017-09-18,Foreign Bodies,Meat & Meat Products (other than poultry),Brazil (BR),Local Authority,76
ICID00030641,2017-09-18,Foreign Bodies,Prepared Dishes & Snacks,Belgium (BE),Industry,56
ICID00030648,2017-09-18,Allergens,Milk & Milk Products,France (FR),RASFF,250
ICID00030649,2017-09-18,Chemical Contamination (other),Poultry Meat & Poultry Meat Products,Spain (ES),RASFF,724
ICID00030650,2017-09-18,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030652,2017-09-19,Clandestine Detection,Milk & Milk Products,France (FR),Home Office / Border Force,250
ICID00030655,2017-09-19,Clandestine Detection,Other Food Product / Mixed,France (FR),Home Office / Border Force,250
ICID00030657,2017-09-19,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Brazil (BR),Border Inspection Posts (BIPs),76
ICID00030661,2017-09-19,Pathogenic Micro-Organisms,Fruits & Vegetables,Bangladesh (BD),Local Authority,50
ICID00030662,2017-09-19,Poor or Insufficient Controls,Egg & Egg Products,United States (US),Local Authority,840
ICID00030663,2017-09-20,Clandestine Detection,Prepared Dishes & Snacks,Romania (RO),Home Office / Border Force,642
ICID00030668,2017-09-19,Poor or Insufficient Controls,Crustaceans & products Thereof,France (FR),EU Member States,250
ICID00030670,2017-09-20,Pathogenic Micro-Organisms,Milk & Milk Products,Italy (IT),RASFF,380
ICID00030671,2017-09-21,Clandestine Detection,Fruits & Vegetables,France (FR),Border Inspection Posts (BIPs),250
ICID00030672,2017-09-21,Clandestine Detection,Fish & Fish Products,Poland (PL),Home Office / Border Force,616
ICID00030673,2017-09-21,Clandestine Detection,Meat & Meat Products (other than poultry),Italy (IT),Home Office / Border Force,380
ICID00030676,2017-09-21,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Thailand (TH),Border Inspection Posts (BIPs),764
ICID00030679,2017-09-21,Poor or Insufficient Controls,Poultry Meat & Poultry Meat Products,Thailand (TH),Border Inspection Posts (BIPs),764
ICID00030680,2017-09-21,Foreign Bodies,Cereals & Bakery Products,Netherlands (NL),Local Authority,528
ICID00030684,2017-09-22,Clandestine Detection,Milk & Milk Products,France (FR),Border Inspection Posts (BIPs),250
ICID00030685,2017-09-21,Mycotoxins,Fruits & Vegetables,Sri Lanka (LK),Border Inspection Posts (BIPs),144
ICID00030687,2017-09-22,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Netherlands (NL),RASFF,528
ICID00030691,2017-09-22,Poor or Insufficient Controls,Crustaceans & Products Thereof,Canada (CA),Border Inspection Posts (BIPs),124
ICID00030695,2017-09-22,Poor or Insufficient Controls,Fruits & Vegetables,India (IN),Border Inspection Posts (BIPs),356
ICID00030697,2017-09-24,Clandestine Detection,Meat & Meat Products (other than poultry),Italy (IT),Home Office / Border Force,380
ICID00030699,2017-09-25,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,South Africa (ZA),RASFF,710
ICID00030700,2017-09-25,Poor or Insufficient Controls,Cereals & Bakery Products,Poland (PL),Industry,616
ICID00030704,2017-09-25,Clandestine Detection,Confectionery,Spain (ES),Home Office / Border Force,724
ICID00030708,2017-09-26,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Thailand (TH),Border Inspection Posts (BIPs),764
ICID00030713,2017-09-26,Foreign Bodies,Confectionery,Italy (IT),Industry,380
ICID00030715,2017-09-26,Clandestine Detection,Confectionery,France (FR),Home Office / Border Force,250
ICID00030716,2017-09-27,Clandestine Detection,Non-Alcoholic Beverages,Switzerland (CH),Home Office / Border Force,756
ICID00030717,2017-09-27,Allergens,Confectionery,Belgium (BE),Local Authority,56
ICID00030718,2017-09-27,Allergens,Cereals & Bakery Products,Germany (DE),Local Authority,276
ICID00030719,2017-09-21,Mycotoxins,Nuts / Nut Products / Seeds,China (CN),Border Inspection Posts (BIPs),156
ICID00030720,2017-09-26,Composition,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),Third Country,840
ICID00030721,2017-09-27,Chemical Contamination (other),Soups / Broths / Sauces & Condiments,Philippines (PH),RASFF,608
ICID00030725,2017-09-27,Allergens,Meat & Meat Products (other than poultry),Netherlands (NL),RASFF,528
ICID00030726,2017-09-27,Food Additives & Flavourings,Non-Alcoholic Beverages,United States (US),Local Authority,840
ICID00030727,2017-09-26,Food Additives & Flavourings,Non-Alcoholic Beverages,United States (US),Administrative Assistance and Cooperation System (AAC),840
ICID00030731,2017-09-27,Clandestine Detection,Fruits & Vegetables,Spain (ES),Home Office / Border Force,724
ICID00030732,2017-09-28,Composition,Other Food Product / Mixed,Nigeria (NG),Administrative Assistance and Cooperation System (AAC),566
ICID00030734,2017-09-28,Allergens,Nuts / Nut Products / Seeds,India (IN),Local Authority,356
ICID00030737,2017-09-28,Composition,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030738,2017-09-28,Allergens,Prepared Dishes & Snacks,India (IN),Local Authority,356
ICID00030739,2017-09-28,Clandestine Detection,Other Food Product / Mixed,France (FR),Home Office / Border Force,250
ICID00030743,2017-09-28,Composition,Dietetic Foods / Food Supplements / Fortified Foods,United States (US),RASFF,840
ICID00030746,2017-09-29,Clandestine Detection,Milk & Milk Products,France (FR),Home Office / Border Force,250
ICID00030749,2017-09-30,Clandestine Detection,Milk & Milk Products,France (FR),Home Office / Border Force,250
ICID00030752,2017-09-29,Pathogenic Micro-Organisms,Herbs & Spices,China (CN),RASFF,156
ICID00030755,2017-09-29,Clandestine Detection,Cereals & Bakery Products,Italy (IT),Home Office / Border Force,380
ICID00030760,2017-09-26,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Netherlands (NL),Local Authority,528
